"","StockCode","EndDate.x","EndDate.y","ShortName","RDPerson","RDSpendSum","RDSpendSumRatio","RDInvest"
"5761","002007","2019-12-31","2004-12-31","华兰生物",648,148075620.12,4,4535964.62
"5762","002007","2024-12-31","2004-12-31","华兰生物",776,334700444.8,7.64,1522642.42
"5921","002019","2016-12-31","2013-12-31","鑫富药业",590,270564484.97,7.72,165317587.83
"5929","002019","2022-12-31","2013-12-31","鑫富药业",849,520425322.58,13.56,315709634.77
"5941","002019","2018-12-31","2013-12-31","鑫富药业",782,620475250.83,13.4,453457947.98
"5965","002019","2020-12-31","2013-12-31","鑫富药业",733,598640987.49,11.09,359231884.2
"5969","002019","2021-12-31","2013-12-31","鑫富药业",827,523204852.78,11.87,332731759.28
"5973","002019","2017-12-31","2013-12-31","鑫富药业",668,445204009,10.18,303976443.23
"5981","002019","2023-12-31","2013-12-31","鑫富药业",801,526431458.01,12.94,256274302.25
"5985","002019","2019-12-31","2013-12-31","鑫富药业",749,497617305.56,9.59,275449130.99
"5989","002020","2016-12-31","2004-12-31","京新药业",507,110313461.06,5.88,0
"5993","002020","2020-12-31","2004-12-31","京新药业",472,259241602.53,7.96,0
"5995","002020","2023-12-31","2004-12-31","京新药业",644,400934730.87,10.03,0
"5996","002020","2021-12-31","2004-12-31","京新药业",488,329331078.76,9.87,0
"5997","002020","2019-12-31","2004-12-31","京新药业",468,254103870.66,6.97,0
"5998","002020","2018-12-31","2004-12-31","京新药业",404,242018851.2,8.22,0
"5999","002020","2022-12-31","2004-12-31","京新药业",636,367061057.49,9.71,0
"6001","002020","2017-12-31","2004-12-31","京新药业",526,164300836.32,7.4,0
"6004","002020","2024-12-31","2004-12-31","京新药业",622,383484629.45,9.22,0
"6029","002022","2017-12-31","2004-12-31","科华生物",152,68530854.64,4.3,35142899.39
"6031","002022","2020-12-31","2004-12-31","科华生物",289,173278150.2,4.17,60678874.11
"6041","002022","2016-12-31","2004-12-31","科华生物",168,70254273.85,5.03,35019895.74
"6045","002022","2019-12-31","2004-12-31","科华生物",213,124052090.19,5.14,58390500.42
"6047","002022","2018-12-31","2004-12-31","科华生物",227,90091137.63,4.53,47908900.97
"6049","002022","2022-12-31","2004-12-31","科华生物",675,326744992.52,4.69,76251234.69
"6057","002022","2023-12-31","2004-12-31","科华生物",623,317543861.24,13.08,76186008.2
"6061","002022","2021-12-31","2004-12-31","科华生物",156,163494422.26,3.83,59792434.15
"6178","002030","2018-12-31","2004-12-31","达安基因",123,123280583.81,8.34,48087601.8
"6179","002030","2023-12-31","2004-12-31","达安基因",729,529573768.38,44.85,227241597.34
"6181","002030","2016-12-31","2004-12-31","达安基因",140,151277838.37,9.38,68667156.4
"6185","002030","2019-12-31","2004-12-31","达安基因",170,143512081.38,13.07,61103722.82
"6190","002030","2022-12-31","2004-12-31","达安基因",995,1100283546.21,9.13,408751456.91
"6191","002030","2024-12-31","2004-12-31","达安基因",595,387058621.21,45.37,161390284.1
"6192","002030","2017-12-31","2004-12-31","达安基因",142,165100872.84,10.7,70841710.72
"6194","002030","2021-12-31","2004-12-31","达安基因",790,631767965.94,8.24,170987342.11
"6195","002030","2020-12-31","2004-12-31","达安基因",308,237219660.45,4.44,70272740.55
"6295","002038","2017-12-31","2004-12-31","双鹭药业",271,107126258.62,8.62,29027126.77
"6297","002038","2021-12-31","2004-12-31","双鹭药业",308,392661036.73,32.32,194829189.81
"6300","002038","2018-12-31","2004-12-31","双鹭药业",291,148105020.87,6.83,57525626
"6303","002038","2023-12-31","2004-12-31","双鹭药业",387,376965459.19,37.02,199858948.04
"6305","002038","2020-12-31","2004-12-31","双鹭药业",319,304781305.27,27.39,116139810.18
"6306","002038","2016-12-31","2004-12-31","双鹭药业",267,102041062.08,10.1,47021286.71
"6308","002038","2019-12-31","2004-12-31","双鹭药业",300,170936180,8.42,42583295.59
"6309","002038","2022-12-31","2004-12-31","双鹭药业",333,296468059.94,28.23,134818669.07
"6989","002082","2021-12-31","2021-12-31","万邦德",235,82652203.59,4.28,6456281.26
"6991","002082","2023-12-31","2021-12-31","万邦德",272,80475760.02,5.22,26492001.54
"6992","002082","2022-12-31","2021-12-31","万邦德",256,69237442.09,3.88,10132882.6
"6994","002082","2018-12-31","2021-12-31","万邦德",192,99604457.28,0.69,0
"6995","002082","2019-12-31","2021-12-31","万邦德",205,119725206.13,0.76,0
"6999","002082","2016-12-31","2021-12-31","万邦德",135,43356584.72,0.47,0
"7000","002082","2020-12-31","2021-12-31","万邦德",362,184891096.46,1.35,3826824.38
"7001","002082","2017-12-31","2021-12-31","万邦德",165,50616046.61,0.35,0
"7304","002099","2022-12-31","2006-12-31","海翔药业",365,144913364.27,5.36,0
"7305","002099","2021-12-31","2006-12-31","海翔药业",394,164642383.53,6.63,0
"7309","002099","2020-12-31","2006-12-31","海翔药业",472,131977009.23,5.34,0
"7313","002099","2023-12-31","2006-12-31","海翔药业",342,115564760.64,5.32,0
"7314","002099","2016-12-31","2006-12-31","海翔药业",267,111383584.89,4.58,0
"7319","002099","2018-12-31","2006-12-31","海翔药业",405,111304662.07,4.09,0
"7320","002099","2019-12-31","2006-12-31","海翔药业",443,122548224.53,4.17,0
"7323","002099","2017-12-31","2006-12-31","海翔药业",414,106982854.45,4.63,0
"7363","002102","2022-12-31","2016-12-31","冠福股份",217,77937187.2,0.64,0
"7365","002102","2020-12-31","2016-12-31","冠福股份",221,73813639.19,0.57,0
"7369","002102","2021-12-31","2016-12-31","冠福股份",237,63863006.18,0.47,0
"7371","002102","2023-12-31","2016-12-31","冠福股份",218,86467471.91,0.78,0
"7375","002102","2019-12-31","2016-12-31","冠福股份",170,109869107.77,0.69,0
"7389","002102","2016-12-31","2016-12-31","冠福股份",142,19564541.72,2.21,5277052.59
"7395","002102","2018-12-31","2016-12-31","冠福股份",146,61959231.99,0.43,0
"7399","002102","2017-12-31","2016-12-31","冠福股份",152,56166737.91,0.58,0
"7484","002107","2023-12-31","2007-12-31","沃华医药",149,45354777.71,4.99,0
"7485","002107","2021-12-31","2007-12-31","沃华医药",198,47478167.74,5.04,0
"7486","002107","2019-12-31","2007-12-31","沃华医药",196,52248340.45,6.07,0
"7487","002107","2016-12-31","2007-12-31","沃华医药",208,29915649.1,5.32,0
"7491","002107","2022-12-31","2007-12-31","沃华医药",147,50108226.62,4.94,0
"7492","002107","2017-12-31","2007-12-31","沃华医药",201,31670208.05,4.36,0
"7496","002107","2020-12-31","2007-12-31","沃华医药",198,46696594,4.64,0
"7497","002107","2018-12-31","2007-12-31","沃华医药",192,40494507.5,5.23,0
"7685","002118","2022-12-31","2007-12-31","紫鑫药业",52,6722190.36,4.68,0
"7691","002118","2017-12-31","2007-12-31","紫鑫药业",73,31783591.8,2.39,4462011.53
"7692","002118","2016-12-31","2007-12-31","紫鑫药业",72,49354512.72,6.02,10227206.35
"7693","002118","2020-12-31","2007-12-31","紫鑫药业",58,16066618.35,5.63,0
"7694","002118","2021-12-31","2007-12-31","紫鑫药业",58,10111614.46,4.1,0
"7695","002118","2018-12-31","2007-12-31","紫鑫药业",69,45565651.11,3.44,0
"7696","002118","2019-12-31","2007-12-31","紫鑫药业",97,40355846.19,4.7,0
"8517","002166","2024-12-31","2007-12-31","莱茵生物",125,71140687.75,4.02,0
"8519","002166","2018-12-31","2007-12-31","莱茵生物",44,10759582.94,1.74,0
"8522","002166","2022-12-31","2007-12-31","莱茵生物",114,50866083.45,3.63,0
"8524","002166","2020-12-31","2007-12-31","莱茵生物",67,24042499.13,3.07,0
"8525","002166","2023-12-31","2007-12-31","莱茵生物",122,55950286.47,3.75,0
"8530","002166","2021-12-31","2007-12-31","莱茵生物",102,38978111.69,3.7,0
"8531","002166","2019-12-31","2007-12-31","莱茵生物",42,14682044.29,1.98,0
"8535","002166","2017-12-31","2007-12-31","莱茵生物",41,9494638.8,1.18,0
"8537","002166","2016-12-31","2007-12-31","莱茵生物",58,11139628.2,1.95,0
"9062","002198","2019-12-31","2007-12-31","嘉应制药",85,14352996.73,2.87,0
"9063","002198","2021-12-31","2007-12-31","嘉应制药",47,14401079.67,2.51,0
"9065","002198","2018-12-31","2007-12-31","嘉应制药",91,12407495.56,2.31,0
"9066","002198","2022-12-31","2007-12-31","嘉应制药",47,15340066.16,2.33,0
"9067","002198","2023-12-31","2007-12-31","嘉应制药",42,10098497.62,1.89,0
"9070","002198","2020-12-31","2007-12-31","嘉应制药",51,9377920.41,1.72,0
"9073","002198","2016-12-31","2007-12-31","嘉应制药",94,11202475.39,2.49,0
"9076","002198","2017-12-31","2007-12-31","嘉应制药",91,10107688.33,2.16,0
"9454","002219","2017-12-31","2008-12-31","独一味",8,2499418.93,0.07,0
"9463","002219","2016-12-31","2008-12-31","独一味",23,5590789.03,0.26,0
"9466","002219","2023-12-31","2008-12-31","独一味",19,27710167.94,0.77,0
"10042","002252","2022-12-31","2008-12-31","上海莱士",177,145707818.85,2.22,0
"10045","002252","2021-12-31","2008-12-31","上海莱士",172,129019787.36,3.01,NA
"10046","002252","2020-12-31","2008-12-31","上海莱士",176,129692987.55,4.7,0
"10047","002252","2018-12-31","2008-12-31","上海莱士",127,96182987.78,5.33,0
"10048","002252","2017-12-31","2008-12-31","上海莱士",143,96933061.82,5.03,0
"10051","002252","2023-12-31","2008-12-31","上海莱士",179,173736285.5,2.18,0
"10054","002252","2019-12-31","2008-12-31","上海莱士",134,102437381,3.96,0
"10057","002252","2016-12-31","2008-12-31","上海莱士",120,76711949.53,3.3,0
"10202","002262","2020-12-31","2015-12-31","恩华药业",600,266688046.38,7.93,20825010
"10204","002262","2024-12-31","2015-12-31","恩华药业",911,721206581.58,12.66,125551623.93
"10209","002262","2016-12-31","2015-12-31","恩华药业",224,83066198.06,2.75,523064.09
"10210","002262","2022-12-31","2015-12-31","恩华药业",792,495383504.42,11.52,41131776.07
"10211","002262","2023-12-31","2015-12-31","恩华药业",854,613883776.61,12.18,64567461.9
"10214","002262","2018-12-31","2015-12-31","恩华药业",297,172025075.6,4.46,1470888.21
"10215","002262","2021-12-31","2015-12-31","恩华药业",753,402416392.66,10.22,50690581.69
"10220","002262","2019-12-31","2015-12-31","恩华药业",366,188974077.55,4.55,0
"10221","002262","2017-12-31","2015-12-31","恩华药业",270,116153312.36,3.42,4772954.42
"10431","002275","2020-12-31","2009-12-31","桂林三金",231,154282041.72,9.85,0
"10432","002275","2016-12-31","2009-12-31","桂林三金",209,65630053.64,4.3,0
"10434","002275","2018-12-31","2009-12-31","桂林三金",221,64666339.47,4.08,0
"10435","002275","2017-12-31","2009-12-31","桂林三金",211,63543000.33,3.93,0
"10436","002275","2022-12-31","2009-12-31","桂林三金",253,217036372.78,11.07,0
"10437","002275","2023-12-31","2009-12-31","桂林三金",234,158062284.62,7.28,0
"10440","002275","2019-12-31","2009-12-31","桂林三金",225,104111970.74,6.35,0
"10442","002275","2021-12-31","2009-12-31","桂林三金",258,202449905.05,11.63,0
"10623","002287","2019-12-31","2009-12-31","奇正藏药",243,63562587.23,4.53,0
"10624","002287","2022-12-31","2009-12-31","奇正藏药",288,86540891.87,4.23,0
"10625","002287","2016-12-31","2009-12-31","奇正藏药",209,42782001.35,4.42,0
"10627","002287","2023-12-31","2009-12-31","奇正藏药",294,99404823.98,4.86,0
"10629","002287","2018-12-31","2009-12-31","奇正藏药",204,48272636.96,3.98,0
"10631","002287","2020-12-31","2009-12-31","奇正藏药",255,95823471.08,6.49,0
"10632","002287","2017-12-31","2009-12-31","奇正藏药",214,41867175.26,3.98,0
"10634","002287","2021-12-31","2009-12-31","奇正藏药",276,104059450.87,5.88,0
"10753","002294","2017-12-31","2009-12-31","信立泰",657,439163690.13,10.57,112110172.69
"10756","002294","2022-12-31","2009-12-31","信立泰",755,917495523.92,26.35,488123587.46
"10758","002294","2018-12-31","2009-12-31","信立泰",696,804046585.24,17.28,396570070.55
"10764","002294","2019-12-31","2009-12-31","信立泰",656,776755747.77,17.38,204254653.13
"10765","002294","2020-12-31","2009-12-31","信立泰",638,772581590.91,28.21,401386392.09
"10766","002294","2024-12-31","2009-12-31","信立泰",755,1017122792.1,25.35,595883113.59
"10768","002294","2021-12-31","2009-12-31","信立泰",639,691478194.87,22.61,334109766.38
"10769","002294","2023-12-31","2009-12-31","信立泰",784,1047475745.11,31.13,638281720.85
"10770","002294","2016-12-31","2009-12-31","信立泰",598,300045002.51,7.83,75772179.6
"11135","002317","2022-12-31","2009-12-31","众生药业",490,340331017.56,12.72,183778891.54
"11136","002317","2019-12-31","2009-12-31","众生药业",450,150124142.21,5.93,62933826.07
"11137","002317","2016-12-31","2009-12-31","众生药业",296,147594225.95,8.72,72553018.87
"11138","002317","2023-12-31","2009-12-31","众生药业",496,326396807.54,12.5,199027786.42
"11139","002317","2021-12-31","2009-12-31","众生药业",450,208903789.79,8.6,89062681.41
"11142","002317","2018-12-31","2009-12-31","众生药业",410,148260199.1,6.28,63968832.15
"11144","002317","2020-12-31","2009-12-31","众生药业",448,179934373.95,9.49,76842543.97
"11146","002317","2017-12-31","2009-12-31","众生药业",378,125211529.28,6.37,57281405
"11375","002332","2018-12-31","2010-12-31","仙琚制药",272,142852404.83,3.94,0
"11378","002332","2021-12-31","2010-12-31","仙琚制药",524,243374020.91,5.61,0
"11379","002332","2020-12-31","2010-12-31","仙琚制药",448,208385907.97,5.19,0
"11382","002332","2016-12-31","2010-12-31","仙琚制药",210,87135750.71,3.48,0
"11385","002332","2017-12-31","2010-12-31","仙琚制药",261,88145108.47,3.09,0
"11386","002332","2023-12-31","2010-12-31","仙琚制药",584,260996011.23,6.33,0
"11387","002332","2022-12-31","2010-12-31","仙琚制药",562,266768087.11,6.09,0
"11390","002332","2019-12-31","2010-12-31","仙琚制药",430,204521925.83,5.51,0
"11663","002349","2017-12-31","2010-12-31","精华制药",270,69206829.11,6.17,31539354.36
"11664","002349","2019-12-31","2010-12-31","精华制药",250,49961951.87,4.32,5223629.4
"11665","002349","2023-12-31","2010-12-31","精华制药",221,64619849.59,4.27,0
"11666","002349","2022-12-31","2010-12-31","精华制药",173,68602255.23,4.36,2216112.72
"11670","002349","2018-12-31","2010-12-31","精华制药",278,41588246.66,3.07,1269115.91
"11672","002349","2021-12-31","2010-12-31","精华制药",183,68409578.47,5.04,2645918.58
"11673","002349","2020-12-31","2010-12-31","精华制药",335,54821199.78,4.28,2768340.78
"11674","002349","2016-12-31","2010-12-31","精华制药",268,62284233.55,7.07,19572764.61
"11929","002365","2022-12-31","2010-12-31","永安药业",157,40449406.92,2.77,0
"11930","002365","2020-12-31","2010-12-31","永安药业",147,46662574.05,3.98,0
"11934","002365","2023-12-31","2010-12-31","永安药业",168,41500983.96,4.27,0
"11936","002365","2016-12-31","2010-12-31","永安药业",131,21816799.08,3.97,0
"11937","002365","2019-12-31","2010-12-31","永安药业",155,54417065.87,3.97,0
"11943","002365","2018-12-31","2010-12-31","永安药业",128,24387590.25,2.43,0
"11944","002365","2017-12-31","2010-12-31","永安药业",127,29278536.75,3.14,0
"11945","002365","2021-12-31","2010-12-31","永安药业",151,53043578.26,3.39,0
"12016","002370","2016-12-31","2010-12-31","亚太药业",219,26996714.47,3.13,0
"12019","002370","2019-12-31","2010-12-31","亚太药业",187,97598640.96,13.76,30554152.08
"12020","002370","2018-12-31","2010-12-31","亚太药业",281,150333541.34,11.48,93128107.74
"12021","002370","2017-12-31","2010-12-31","亚太药业",229,48551105.07,4.48,5e+06
"12022","002370","2022-12-31","2010-12-31","亚太药业",90,26805928.47,7.18,667699.9
"12023","002370","2021-12-31","2010-12-31","亚太药业",117,40327223.8,12.8,11709490.57
"12028","002370","2020-12-31","2010-12-31","亚太药业",143,58383828.39,11.34,21034663.86
"12032","002370","2023-12-31","2010-12-31","亚太药业",60,23541551.64,5.6,1746698.12
"12353","002390","2016-12-31","2010-12-31","信邦制药",87,23309916.94,0.45,0
"12354","002390","2020-12-31","2010-12-31","信邦制药",7,10562945.72,0.18,0
"12356","002390","2017-12-31","2010-12-31","信邦制药",104,38342944.98,0.64,0
"12357","002390","2021-12-31","2010-12-31","信邦制药",10,1937593.59,0.03,0
"12359","002390","2019-12-31","2010-12-31","信邦制药",190,36577562.55,0.55,0
"12360","002390","2018-12-31","2010-12-31","信邦制药",134,36692276.4,0.56,0
"12361","002390","2023-12-31","2010-12-31","信邦制药",19,4672953.58,0.07,0
"12364","002390","2022-12-31","2010-12-31","信邦制药",11,1207144.17,0.02,0
"12402","002393","2021-12-31","2010-12-31","力生制药",330,104086740.33,9.53,0
"12404","002393","2017-12-31","2010-12-31","力生制药",279,102189831.83,9.93,0
"12406","002393","2022-12-31","2010-12-31","力生制药",329,105976863.93,9.24,0
"12409","002393","2019-12-31","2010-12-31","力生制药",377,123429084.19,7.64,0
"12410","002393","2024-12-31","2010-12-31","力生制药",354,127477849.03,9.54,0
"12415","002393","2018-12-31","2010-12-31","力生制药",327,94297637.09,6.27,0
"12416","002393","2020-12-31","2010-12-31","力生制药",344,76699864.41,6.72,0
"12417","002393","2016-12-31","2010-12-31","力生制药",274,64212278.53,7.58,0
"12418","002393","2023-12-31","2010-12-31","力生制药",341,104866124.92,9.09,0
"12502","002399","2018-12-31","2010-12-31","海普瑞",208,189608536.36,3.94,2755906.47
"12504","002399","2022-12-31","2010-12-31","海普瑞",389,261129234.24,3.65,8986853.85
"12505","002399","2019-12-31","2010-12-31","海普瑞",348,159682541.24,3.45,10968055.66
"12507","002399","2016-12-31","2010-12-31","海普瑞",119,69834164.93,3.09,7789071.97
"12508","002399","2023-12-31","2010-12-31","海普瑞",462,187130675.27,3.44,4697571.86
"12509","002399","2021-12-31","2010-12-31","海普瑞",332,245824660.32,3.86,24725363.29
"12510","002399","2024-12-31","2010-12-31","海普瑞",474,213580723.17,4.04,1545082.76
"12513","002399","2017-12-31","2010-12-31","海普瑞",136,82776329.54,3.1,3146510.48
"12516","002399","2020-12-31","2010-12-31","海普瑞",292,163994431.96,3.08,3986658.25
"12700","002411","2018-12-31","2016-12-31","必康股份",671,114800418.01,1.36,0
"12703","002411","2020-12-31","2016-12-31","必康股份",489,112308728.84,1.62,0
"12712","002411","2022-12-31","2016-12-31","必康股份",198,147465391.87,1.82,0
