"","StockCode","EndDate.x","StateTypeCode","Area","ApplyTypeCode","ApplyType","Patents","Invention","UtilityModel","ShortName","IndustryCode","IndustryName","EndDate.y"
"7514","002166","2019-12-31","1","1","S5205","截止报告期末累计已被受理","34",NA,NA,"莱茵生物","C27","医药制造业","2007-12-31"
"7519","002166","2016-12-31","1","1","S5206","截止报告期末累计已授权","44","44","0","莱茵生物","C27","医药制造业","2007-12-31"
"7536","002166","2022-12-31","1","1","S5204","截至报告期末累计获得",NA,"119",NA,"莱茵生物","C27","医药制造业","2007-12-31"
"8057","002198","2016-12-31","1","1","S5201","已申请","2",NA,NA,"嘉应制药","C27","医药制造业","2007-12-31"
"8058","002198","2023-12-31","1","1","S5202","已获得",NA,"2",NA,"嘉应制药","C27","医药制造业","2007-12-31"
"8439","002219","2016-12-31","1","1","S5202","已获得","21",NA,NA,"独一味","C27","医药制造业","2008-12-31"
"9164","002262","2017-12-31","1","2","S5203","已授权",NA,"2",NA,"恩华药业","C27","医药制造业","2015-12-31"
"9169","002262","2019-12-31","1","1","S5201","已申请",NA,"26",NA,"恩华药业","C27","医药制造业","2015-12-31"
"9170","002262","2022-12-31","1","1","S5203","已授权",NA,"44",NA,"恩华药业","C27","医药制造业","2015-12-31"
"9173","002262","2018-12-31","1","1","S5201","已申请",NA,"19",NA,"恩华药业","C27","医药制造业","2015-12-31"
"9175","002262","2016-12-31","1","2","S5206","截止报告期末累计已授权","4","4","0","恩华药业","C27","医药制造业","2015-12-31"
"9185","002262","2021-12-31","1","1","S5203","已授权",NA,"12",NA,"恩华药业","C27","医药制造业","2015-12-31"
"9186","002262","2020-12-31","1","1","S5203","已授权",NA,"30",NA,"恩华药业","C27","医药制造业","2015-12-31"
"9190","002262","2023-12-31","1","1","S5203","已授权",NA,"28",NA,"恩华药业","C27","医药制造业","2015-12-31"
"9367","002275","2022-12-31","1","1","S5204","截至报告期末累计获得",NA,"72",NA,"桂林三金","C27","医药制造业","2009-12-31"
"9368","002275","2018-12-31","1","1","S5201","已申请",NA,"9",NA,"桂林三金","C27","医药制造业","2009-12-31"
"9369","002275","2017-12-31","1","2","S5204","截至报告期末累计获得",NA,"1",NA,"桂林三金","C27","医药制造业","2009-12-31"
"9370","002275","2021-12-31","1","1","S5203","已授权",NA,"6",NA,"桂林三金","C27","医药制造业","2009-12-31"
"9371","002275","2020-12-31","1","1","S5204","截至报告期末累计获得",NA,"58",NA,"桂林三金","C27","医药制造业","2009-12-31"
"9374","002275","2019-12-31","1","1","S5203","已授权",NA,"2",NA,"桂林三金","C27","医药制造业","2009-12-31"
"9381","002275","2016-12-31","1","1","S5204","截至报告期末累计获得","48","48","0","桂林三金","C27","医药制造业","2009-12-31"
"9384","002275","2023-12-31","1","2","S5204","截至报告期末累计获得",NA,"1",NA,"桂林三金","C27","医药制造业","2009-12-31"
"9598","002287","2023-12-31","1","1","S5204","截至报告期末累计获得","148","130",NA,"奇正藏药","C27","医药制造业","2009-12-31"
"9603","002287","2019-12-31","1","1","S5202","已获得","9","5","2","奇正藏药","C27","医药制造业","2009-12-31"
"9608","002287","2022-12-31","1","1","S5204","截至报告期末累计获得","155","126",NA,"奇正藏药","C27","医药制造业","2009-12-31"
"9610","002287","2020-12-31","1","1","S5202","已获得","2","1",NA,"奇正藏药","C27","医药制造业","2009-12-31"
"9613","002287","2021-12-31","1","1","S5204","截至报告期末累计获得","149","134",NA,"奇正藏药","C27","医药制造业","2009-12-31"
"9689","002294","2020-12-31","1","1","S5201","已申请","69","43","22","信立泰","C27","医药制造业","2009-12-31"
"9691","002294","2023-12-31","1","1","S5203","已授权","39","34","5","信立泰","C27","医药制造业","2009-12-31"
"9692","002294","2022-12-31","1","2","S5201","已申请",NA,"6",NA,"信立泰","C27","医药制造业","2009-12-31"
"9693","002294","2021-12-31","2","1","S5203","已授权","7","7","0","信立泰","C27","医药制造业","2009-12-31"
"9694","002294","2016-12-31","1","1","S5205","截止报告期末累计已被受理","102",NA,NA,"信立泰","C27","医药制造业","2009-12-31"
"9697","002294","2018-12-31","1","2","S5201","已申请",NA,"5",NA,"信立泰","C27","医药制造业","2009-12-31"
"9705","002294","2019-12-31","1","1","S5201","已申请",NA,"21","4","信立泰","C27","医药制造业","2009-12-31"
"9707","002294","2017-12-31","1","1","S5203","已授权",NA,"9","3","信立泰","C27","医药制造业","2009-12-31"
"10076","002317","2018-12-31","1","2","S5203","已授权","7","7","0","众生药业","C27","医药制造业","2009-12-31"
"10077","002317","2017-12-31","1","1","S5202","已获得","5",NA,NA,"众生药业","C27","医药制造业","2009-12-31"
"10081","002317","2016-12-31","1","1","S5204","截至报告期末累计获得","75","53","6","众生药业","C27","医药制造业","2009-12-31"
"10303","002332","2017-12-31","1","1","S5201","已申请",NA,"8",NA,"仙琚制药","C27","医药制造业","2010-12-31"
"10304","002332","2019-12-31","1","1","S5201","已申请",NA,"4",NA,"仙琚制药","C27","医药制造业","2010-12-31"
"10305","002332","2020-12-31","1","1","S5203","已授权",NA,"7",NA,"仙琚制药","C27","医药制造业","2010-12-31"
"10310","002332","2021-12-31","1","1","S5203","已授权",NA,"5",NA,"仙琚制药","C27","医药制造业","2010-12-31"
"10311","002332","2023-12-31","1","1","S5206","截止报告期末累计已授权","55","46","5","仙琚制药","C27","医药制造业","2010-12-31"
"10314","002332","2016-12-31","1","1","S5206","截止报告期末累计已授权","25",NA,NA,"仙琚制药","C27","医药制造业","2010-12-31"
"10320","002332","2022-12-31","1","1","S5201","已申请",NA,"1",NA,"仙琚制药","C27","医药制造业","2010-12-31"
"10321","002332","2018-12-31","1","1","S5206","截止报告期末累计已授权",NA,"30",NA,"仙琚制药","C27","医药制造业","2010-12-31"
"10609","002349","2022-12-31","1","1","S5202","已获得",NA,"9","14","精华制药","C27","医药制造业","2010-12-31"
"10611","002349","2020-12-31","1","1","S5202","已获得",NA,"16",NA,"精华制药","C27","医药制造业","2010-12-31"
"10612","002349","2021-12-31","2","1","S5201","已申请","5",NA,NA,"精华制药","C27","医药制造业","2010-12-31"
"10615","002349","2023-12-31","1","1","S5203","已授权",NA,"9","29","精华制药","C27","医药制造业","2010-12-31"
"10826","002365","2021-12-31","1","2","S5203","已授权",NA,"1",NA,"永安药业","C27","医药制造业","2010-12-31"
"10831","002365","2017-12-31","1","1","S5202","已获得",NA,"1",NA,"永安药业","C27","医药制造业","2010-12-31"
"10833","002365","2023-12-31","1","2","S5203","已授权","7","7","0","永安药业","C27","医药制造业","2010-12-31"
"10834","002365","2022-12-31","1","2","S5203","已授权","7","7","0","永安药业","C27","医药制造业","2010-12-31"
"10836","002365","2016-12-31","1","1","S5201","已申请","1","1","0","永安药业","C27","医药制造业","2010-12-31"
"10839","002365","2019-12-31","1","1","S5201","已申请",NA,"2","5","永安药业","C27","医药制造业","2010-12-31"
"10840","002365","2018-12-31","1","1","S5202","已获得",NA,"3",NA,"永安药业","C27","医药制造业","2010-12-31"
"10843","002365","2020-12-31","1","2","S5203","已授权",NA,"1",NA,"永安药业","C27","医药制造业","2010-12-31"
"10887","002370","2019-12-31","1","1","S5202","已获得",NA,"4",NA,"亚太药业","C27","医药制造业","2010-12-31"
"10895","002370","2020-12-31","1","1","S5203","已授权",NA,"1",NA,"亚太药业","C27","医药制造业","2010-12-31"
"10896","002370","2022-12-31","1","1","S5201","已申请",NA,"1","4","亚太药业","C27","医药制造业","2010-12-31"
"10900","002370","2023-12-31","1","1","S5201","已申请",NA,"1","1","亚太药业","C27","医药制造业","2010-12-31"
"10906","002370","2016-12-31","1","1","S5201","已申请","2","2","0","亚太药业","C27","医药制造业","2010-12-31"
"11307","002393","2016-12-31","1","1","S5202","已获得","3",NA,NA,"力生制药","C27","医药制造业","2010-12-31"
"11308","002393","2017-12-31","1","1","S5201","已申请",NA,"1",NA,"力生制药","C27","医药制造业","2010-12-31"
"11309","002393","2021-12-31","1","1","S5203","已授权",NA,"1","11","力生制药","C27","医药制造业","2010-12-31"
"11310","002393","2024-12-31","1","1","S5206","截止报告期末累计已授权","108",NA,NA,"力生制药","C27","医药制造业","2010-12-31"
"11311","002393","2022-12-31","1","1","S5203","已授权",NA,"5","12","力生制药","C27","医药制造业","2010-12-31"
"11313","002393","2023-12-31","1","1","S5203","已授权","14","2","8","力生制药","C27","医药制造业","2010-12-31"
"11433","002399","2019-12-31","1","1","S5201","已申请",NA,"13",NA,"海普瑞","C27","医药制造业","2010-12-31"
"11435","002399","2020-12-31","1","1","S5203","已授权",NA,"11",NA,"海普瑞","C27","医药制造业","2010-12-31"
"11436","002399","2018-12-31","1","1","S5203","已授权",NA,"6",NA,"海普瑞","C27","医药制造业","2010-12-31"
"11438","002399","2016-12-31","1","1","S5203","已授权","2","2","0","海普瑞","C27","医药制造业","2010-12-31"
"11443","002399","2017-12-31","1","1","S5203","已授权",NA,"2",NA,"海普瑞","C27","医药制造业","2010-12-31"
"11639","002411","2016-12-31","1","1","S5202","已获得","4","0","4","延安必康","C27","医药制造业","2018-12-31"
"11665","002412","2016-12-31","1","1","S5202","已获得","2","0","0","汉森制药","C27","医药制造业","2010-12-31"
"11667","002412","2017-12-31","1","1","S5201","已申请",NA,"1",NA,"汉森制药","C27","医药制造业","2010-12-31"
"11788","002422","2019-12-31","1","2","S5205","截止报告期末累计已被受理","89",NA,NA,"科伦药业","C27","医药制造业","2010-12-31"
"11789","002422","2020-12-31","1","2","S5205","截止报告期末累计已被受理","107",NA,NA,"科伦药业","C27","医药制造业","2010-12-31"
"11791","002422","2018-12-31","1","1","S5206","截止报告期末累计已授权","2364","341","1668","科伦药业","C27","医药制造业","2010-12-31"
"11797","002422","2017-12-31","1","1","S5205","截止报告期末累计已被受理","3204","753",NA,"科伦药业","C27","医药制造业","2010-12-31"
"11809","002422","2016-12-31","1","1","S5205","截止报告期末累计已被受理","2771","560",NA,"科伦药业","C27","医药制造业","2010-12-31"
"11811","002422","2021-12-31","1","1","S5201","已申请","351",NA,NA,"科伦药业","C27","医药制造业","2010-12-31"
"11814","002422","2022-12-31","1","1","S5205","截止报告期末累计已被受理","4238","1382","2390","科伦药业","C27","医药制造业","2010-12-31"
"11827","002422","2023-12-31","1","1","S5206","截止报告期末累计已授权","2153","707","1237","科伦药业","C27","医药制造业","2010-12-31"
"11841","002424","2023-12-31","1","1","S5204","截至报告期末累计获得","86","57","15","贵州百灵","C27","医药制造业","2010-12-31"
"11846","002424","2021-12-31","1","1","S5201","已申请","7","7","0","贵州百灵","C27","医药制造业","2010-12-31"
"11851","002424","2016-12-31","1","1","S5206","截止报告期末累计已授权","144","54","29","贵州百灵","C27","医药制造业","2010-12-31"
"11854","002424","2017-12-31","1","1","S5202","已获得",NA,"5",NA,"贵州百灵","C27","医药制造业","2010-12-31"
"11857","002424","2020-12-31","1","1","S5201","已申请","9","4","5","贵州百灵","C27","医药制造业","2010-12-31"
"11861","002424","2019-12-31","1","1","S5204","截至报告期末累计获得","94","61","7","贵州百灵","C27","医药制造业","2010-12-31"
"11863","002424","2022-12-31","1","1","S5201","已申请","33","19","3","贵州百灵","C27","医药制造业","2010-12-31"
"11872","002424","2018-12-31","1","2","S5201","已申请",NA,"9",NA,"贵州百灵","C27","医药制造业","2010-12-31"
"11977","002433","2019-12-31","1","1","S5204","截至报告期末累计获得",NA,"5",NA,"*ST 太安","C27","医药制造业","2023-12-31"
"11983","002433","2020-12-31","1","1","S5206","截止报告期末累计已授权",NA,"8",NA,"*ST 太安","C27","医药制造业","2023-12-31"
"11989","002433","2018-12-31","1","1","S5204","截至报告期末累计获得",NA,"5",NA,"*ST 太安","C27","医药制造业","2023-12-31"
"13759","002550","2022-12-31","1","1","S5201","已申请",NA,"14",NA,"千红制药","C27","医药制造业","2011-12-31"
"13769","002550","2021-12-31","1","1","S5201","已申请",NA,"14",NA,"千红制药","C27","医药制造业","2011-12-31"
"13882","002562","2018-12-31","1","1","S5201","已申请","10",NA,NA,"兄弟科技","C27","医药制造业","2018-12-31"
"13883","002562","2020-12-31","1","1","S5202","已获得",NA,"7","18","兄弟科技","C27","医药制造业","2018-12-31"
"13884","002562","2021-12-31","1","1","S5203","已授权",NA,"6",NA,"兄弟科技","C27","医药制造业","2018-12-31"
"13919","002566","2023-12-31","1","1","S5204","截至报告期末累计获得","29","20","4","益盛药业","C27","医药制造业","2011-12-31"
"13920","002566","2019-12-31","1","1","S5202","已获得",NA,NA,"2","益盛药业","C27","医药制造业","2011-12-31"
"13921","002566","2020-12-31","1","1","S5202","已获得",NA,"4",NA,"益盛药业","C27","医药制造业","2011-12-31"
"13922","002566","2016-12-31","1","1","S5201","已申请",NA,"8",NA,"益盛药业","C27","医药制造业","2011-12-31"
"13924","002566","2022-12-31","1","1","S5201","已申请","3",NA,NA,"益盛药业","C27","医药制造业","2011-12-31"
"13927","002566","2021-12-31","1","1","S5204","截至报告期末累计获得","27","18","5","益盛药业","C27","医药制造业","2011-12-31"
"14472","002603","2023-12-31","1","1","S5202","已获得","49","22","2","以岭药业","C27","医药制造业","2011-12-31"
"14473","002603","2017-12-31","1","1","S5202","已获得","46","19","1","以岭药业","C27","医药制造业","2011-12-31"
"14474","002603","2019-12-31","1","2","S5202","已获得",NA,"6",NA,"以岭药业","C27","医药制造业","2011-12-31"
"14478","002603","2018-12-31","1","1","S5204","截至报告期末累计获得","461","274","7","以岭药业","C27","医药制造业","2011-12-31"
"14479","002603","2020-12-31","2","1","S5206","截止报告期末累计已授权","579","316","18","以岭药业","C27","医药制造业","2011-12-31"
"14482","002603","2022-12-31","1","1","S5204","截至报告期末累计获得","810","432","23","以岭药业","C27","医药制造业","2011-12-31"
"14488","002603","2016-12-31","1","2","S5204","截至报告期末累计获得","320","230","1","以岭药业","C27","医药制造业","2011-12-31"
"15077","002644","2023-12-31","1","1","S5206","截止报告期末累计已授权",NA,NA,"1","佛慈制药","C27","医药制造业","2011-12-31"
"15165","002653","2020-12-31","1","1","S5203","已授权","45",NA,NA,"海思科","C27","医药制造业","2012-12-31"
"15166","002653","2019-12-31","1","1","S5206","截止报告期末累计已授权","141",NA,NA,"海思科","C27","医药制造业","2012-12-31"
"15168","002653","2016-12-31","1","2","S5201","已申请",NA,"20",NA,"海思科","C27","医药制造业","2012-12-31"
"15172","002653","2017-12-31","1","1","S5203","已授权","26",NA,NA,"海思科","C27","医药制造业","2012-12-31"
"15173","002653","2022-12-31","1","1","S5205","截止报告期末累计已被受理","725",NA,NA,"海思科","C27","医药制造业","2012-12-31"
